0.0087241650		0.0006569412
-0.0023617077		-0.0027969240
-0.0026604211		0.0053205292
-0.0088317847		0.0007245626
0.0005228039		0.0073020721
0.0058608995		0.0058566759
0.0127388507		0.0077434468
0.0082001585		-0.0026253660
0.0084893048		-0.0096999422
0.0040781078		-0.0060032633
0.0012658149		-0.0079011439
-0.0019656893		-0.0076086007
-0.0041435836		-0.0058121861
-0.0048873517		-0.0035034391
-0.0042077300		-0.0019877230
-0.0024427437		-0.0046394353
-0.0024054544		-0.0064329955
-0.0066760098		0.0066965367
-0.0054438669		0.0029867335
-0.0051619823		0.0031750382
-0.0048492290		0.0038584340
-0.0041541600		0.0048257316
-0.0034253065		0.0056075112
-0.0026449203		0.0061982879
-0.0013896643		0.0070502144
0.0002649345		0.0077449965
0.0026628215		0.0083444786
0.0055468079		0.0078564529
0.0084132264		0.0057172278
0.0106299417		0.0023639868
0.0142827507		0.0000217622
0.0090290588		-0.0072876469
0.0038201588		-0.0090819785
-0.0137315839		-0.0120872121
-0.0008087926		-0.0020030213
-0.0010726146		0.0001279035
-0.0005354222		0.0009466611
0.0005290407		0.0009443356
0.0011299503		0.0003224290
0.0008738388		-0.0003517154
0.0002951759		-0.0009292167
-0.0004334430		-0.0008178365
-0.0005564413		-0.0002898538
-0.0002333722		0.0002190408
0.0001123040		0.0003830194
0.0005280557		-0.0000118789
0.0004996215		-0.0003890358
0.0008779585		-0.0002243218
-0.0006899174		0.0003777968
-0.0009015727		-0.0006200664
-0.0000663013		0.0001626536
0.0002081232		0.0002633578
0.0003636059		0.0001413834
0.0003746548		-0.0001902811
0.0001635057		-0.0002913252
0.0000252065		-0.0000566202
-0.0001929740		0.0001750259
-0.0001089475		0.0004251648
0.0002739027		0.0002449692
0.0004924330		-0.0002724878
-0.0005686655		0.0030070421
0.0004840104		-0.0005865801
-0.0019504221		-0.0010569238
-0.0010997828		0.0014395748
-0.0019451056		-0.0015383089
0.0014257807		-0.0005528195
-0.0007135578		-0.0016191510
-0.0001848030		0.0004021964
0.0031245645		-0.0009562044
-0.0005728388		0.0001345028
-0.0002961633		0.0002633270
0.0000048519		0.0002919964
0.0001569035		0.0003774748
0.0003178311		0.0003900119
0.0001751523		0.0000903917
-0.0000068858		-0.0000482457
-0.0001290461		-0.0000559769
-0.0002906313		0.0001546451
-0.0002763742		0.0003456679
-0.0006064242		-0.0002765974
0.0008626618		-0.0002847593
0.0003983258		0.0007673461
-0.0000829796		-0.0000513433
-0.0002579653		-0.0000462055
-0.0002301853		-0.0000183763
-0.0002551355		0.0002391140
-0.0001522860		0.0002107912
-0.0000003382		0.0000286232
0.0001186557		-0.0000181963
0.0002199435		-0.0001704932
-0.0000510835		-0.0000241104
-0.0002002048		0.0001074926
-0.0001418913		0.0002383504
0.0000684649		0.0004385580
-0.0012729476		-0.0006854640
0.0017782848		0.0000899960
